Pokemon,Type,Stat,Score
Mega Mewtwo X,Psychic,sp_defense,100
Mega Mewtwo X,Psychic,speed,130
Mewtwo,Psychic,hp,106
Mewtwo,Psychic,attack,110
Mewtwo,Psychic,defense,90
Mewtwo,Psychic,sp_attack,154
Mewtwo,Psychic,sp_defense,90
Mewtwo,Psychic,speed,130
Dragonite,Dragon,hp,91
Dragonite,Dragon,attack,134
Dragonite,Dragon,defense,95
Dragonite,Dragon,sp_attack,100
Dragonite,Dragon,sp_defense,100
Dragonite,Dragon,speed,80
Dragonair,Dragon,hp,61
Dragonair,Dragon,attack,84
Dragonair,Dragon,defense,65
Dragonair,Dragon,sp_attack,70
Dragonair,Dragon,sp_defense,70
Dragonair,Dragon,speed,70
Dratini,Dragon,hp,41
Dratini,Dragon,attack,64
Dratini,Dragon,defense,45
Dratini,Dragon,sp_attack,50
Dratini,Dragon,sp_defense,50
Dratini,Dragon,speed,50
Moltres,Fire,hp,90
Moltres,Fire,attack,100
Moltres,Fire,defense,90
Moltres,Fire,sp_attack,125
Moltres,Fire,sp_defense,85
Moltres,Fire,speed,90
Zapdos,Electric,hp,90
Zapdos,Electric,attack,90
Zapdos,Electric,defense,85
Zapdos,Electric,sp_attack,125
Zapdos,Electric,sp_defense,90
Zapdos,Electric,speed,100
Articuno,Ice,hp,90
Articuno,Ice,attack,85
Articuno,Ice,defense,100
Articuno,Ice,sp_attack,95
Articuno,Ice,sp_defense,125
Articuno,Ice,speed,85
Snorlax,Normal,hp,160
Snorlax,Normal,attack,110
Snorlax,Normal,defense,65
Snorlax,Normal,sp_attack,65
Snorlax,Normal,sp_defense,110
Snorlax,Normal,speed,30
Mega Aerodactyl,Rock,hp,80
Mega Aerodactyl,Rock,attack,135
Mega Aerodactyl,Rock,defense,85
Mega Aerodactyl,Rock,sp_attack,70
Mega Aerodactyl,Rock,sp_defense,95
Mega Aerodactyl,Rock,speed,150
Aerodactyl,Rock,hp,80
Aerodactyl,Rock,attack,105
Aerodactyl,Rock,defense,65
Aerodactyl,Rock,sp_attack,60
Aerodactyl,Rock,sp_defense,75
Aerodactyl,Rock,speed,130
Kabutops,Rock,hp,60
Kabutops,Rock,attack,115
Kabutops,Rock,defense,105
Kabutops,Rock,sp_attack,65
Kabutops,Rock,sp_defense,70
Kabutops,Rock,speed,80
Kabuto,Rock,hp,30
Kabuto,Rock,attack,80
Kabuto,Rock,defense,90
Kabuto,Rock,sp_attack,55
Kabuto,Rock,sp_defense,45
Kabuto,Rock,speed,55
Omastar,Rock,hp,70
Omastar,Rock,attack,60
Omastar,Rock,defense,125
Omastar,Rock,sp_attack,115
Omastar,Rock,sp_defense,70
Omastar,Rock,speed,55
Omanyte,Rock,hp,35
Omanyte,Rock,attack,40
Omanyte,Rock,defense,100
Omanyte,Rock,sp_attack,90
Omanyte,Rock,sp_defense,55
Omanyte,Rock,speed,35
Porygon,Normal,hp,65
Porygon,Normal,attack,60
Porygon,Normal,defense,70
Porygon,Normal,sp_attack,85
Porygon,Normal,sp_defense,75
Porygon,Normal,speed,40
Flareon,Fire,hp,65
Flareon,Fire,attack,130
Flareon,Fire,defense,60
Flareon,Fire,sp_attack,95
Flareon,Fire,sp_defense,110
Flareon,Fire,speed,65
Jolteon,Electric,hp,65
Jolteon,Electric,attack,65
Jolteon,Electric,defense,60
Jolteon,Electric,sp_attack,110
Jolteon,Electric,sp_defense,95
Jolteon,Electric,speed,130
Vaporeon,Water,hp,130
Vaporeon,Water,attack,65
Vaporeon,Water,defense,60
Vaporeon,Water,sp_attack,110
Vaporeon,Water,sp_defense,95
Vaporeon,Water,speed,65
Partner Eevee,Normal,hp,65
Partner Eevee,Normal,attack,75
Partner Eevee,Normal,defense,70
Partner Eevee,Normal,sp_attack,65
Partner Eevee,Normal,sp_defense,85
Partner Eevee,Normal,speed,75
Eevee,Normal,hp,55
Eevee,Normal,attack,55
Eevee,Normal,defense,50
Eevee,Normal,sp_attack,45
Eevee,Normal,sp_defense,65
Eevee,Normal,speed,55
Ditto,Normal,hp,48
Ditto,Normal,attack,48
Ditto,Normal,defense,48
Ditto,Normal,sp_attack,48
Ditto,Normal,sp_defense,48
Ditto,Normal,speed,48
Lapras,Water,hp,130
Lapras,Water,attack,85
Lapras,Water,defense,80
Lapras,Water,sp_attack,85
Lapras,Water,sp_defense,95
Lapras,Water,speed,60
Mega Gyarados,Water,hp,95
Mega Gyarados,Water,attack,155
Mega Gyarados,Water,defense,109
Mega Gyarados,Water,sp_attack,70
Mega Gyarados,Water,sp_defense,130
Mega Gyarados,Water,speed,81
Gyarados,Water,hp,95
Gyarados,Water,attack,125
Gyarados,Water,defense,79
Gyarados,Water,sp_attack,60
Gyarados,Water,sp_defense,100
Gyarados,Water,speed,81
Magikarp,Water,hp,20
Magikarp,Water,attack,10
Magikarp,Water,defense,55
Magikarp,Water,sp_attack,15
Magikarp,Water,sp_defense,20
Magikarp,Water,speed,80
Tauros,Normal,hp,75
Tauros,Normal,attack,100
Tauros,Normal,defense,95
Tauros,Normal,sp_attack,40
Tauros,Normal,sp_defense,70
Tauros,Normal,speed,110
Mega Pinsir,Bug,hp,65
Mega Pinsir,Bug,attack,155
Mega Pinsir,Bug,defense,120
Mega Pinsir,Bug,sp_attack,65
Mega Pinsir,Bug,sp_defense,90
Mega Pinsir,Bug,speed,105
Pinsir,Bug,hp,65
Pinsir,Bug,attack,125
Pinsir,Bug,defense,100
Pinsir,Bug,sp_attack,55
Pinsir,Bug,sp_defense,70
Pinsir,Bug,speed,85
Magmar,Fire,hp,65
Magmar,Fire,attack,95
Magmar,Fire,defense,57
Magmar,Fire,sp_attack,100
Magmar,Fire,sp_defense,85
Magmar,Fire,speed,93
Electabuzz,Electric,hp,65
Electabuzz,Electric,attack,83
Electabuzz,Electric,defense,57
Electabuzz,Electric,sp_attack,95
Electabuzz,Electric,sp_defense,85
Electabuzz,Electric,speed,105
Jynx,Ice,hp,65
Jynx,Ice,attack,50
Jynx,Ice,defense,35
Jynx,Ice,sp_attack,115
Jynx,Ice,sp_defense,95
Jynx,Ice,speed,95
Scyther,Bug,hp,70
Scyther,Bug,attack,110
Scyther,Bug,defense,80
Scyther,Bug,sp_attack,55
Scyther,Bug,sp_defense,80
Scyther,Bug,speed,105
Galarian Mr. Mime,Psychic,hp,50
Galarian Mr. Mime,Psychic,attack,65
Galarian Mr. Mime,Psychic,defense,65
Galarian Mr. Mime,Psychic,sp_attack,90
Galarian Mr. Mime,Psychic,sp_defense,90
Galarian Mr. Mime,Psychic,speed,100
Mr. Mime,Psychic,hp,40
Mr. Mime,Psychic,attack,45
Mr. Mime,Psychic,defense,65
Mr. Mime,Psychic,sp_attack,100
Mr. Mime,Psychic,sp_defense,120
Mr. Mime,Psychic,speed,90
Starmie,Water,hp,60
Starmie,Water,attack,75
Starmie,Water,defense,85
Starmie,Water,sp_attack,100
Starmie,Water,sp_defense,85
Starmie,Water,speed,115
Staryu,Water,hp,30
Staryu,Water,attack,45
Staryu,Water,defense,55
Staryu,Water,sp_attack,70
Staryu,Water,sp_defense,55
Staryu,Water,speed,85
Seaking,Water,hp,80
Seaking,Water,attack,92
Seaking,Water,defense,65
Seaking,Water,sp_attack,65
Seaking,Water,sp_defense,80
Seaking,Water,speed,68
Goldeen,Water,hp,45
Goldeen,Water,attack,67
Goldeen,Water,defense,60
Goldeen,Water,sp_attack,35
Goldeen,Water,sp_defense,50
Goldeen,Water,speed,63
Seadra,Water,hp,55
Seadra,Water,attack,65
Seadra,Water,defense,95
Seadra,Water,sp_attack,95
Seadra,Water,sp_defense,45
Seadra,Water,speed,85
Horsea,Water,hp,30
Horsea,Water,attack,40
Horsea,Water,defense,70
Horsea,Water,sp_attack,70
Horsea,Water,sp_defense,25
Horsea,Water,speed,60
Mega Kangaskhan,Normal,hp,105
Mega Kangaskhan,Normal,attack,125
Mega Kangaskhan,Normal,defense,100
Mega Kangaskhan,Normal,sp_attack,60
Mega Kangaskhan,Normal,sp_defense,100
Mega Kangaskhan,Normal,speed,100
Kangaskhan,Normal,hp,105
Kangaskhan,Normal,attack,95
Kangaskhan,Normal,defense,80
Kangaskhan,Normal,sp_attack,40
Kangaskhan,Normal,sp_defense,80
Kangaskhan,Normal,speed,90
Tangela,Grass,hp,65
Tangela,Grass,attack,55
Tangela,Grass,defense,115
Tangela,Grass,sp_attack,100
Tangela,Grass,sp_defense,40
Tangela,Grass,speed,60
Chansey,Normal,hp,250
Chansey,Normal,attack,5
Chansey,Normal,defense,5
Chansey,Normal,sp_attack,35
Chansey,Normal,sp_defense,105
Chansey,Normal,speed,50
Rhydon,Ground,hp,105
Rhydon,Ground,attack,130
Rhydon,Ground,defense,120
Rhydon,Ground,sp_attack,45
Rhydon,Ground,sp_defense,45
Rhydon,Ground,speed,40
Rhyhorn,Ground,hp,80
Rhyhorn,Ground,attack,85
Rhyhorn,Ground,defense,95
Rhyhorn,Ground,sp_attack,30
Rhyhorn,Ground,sp_defense,30
Rhyhorn,Ground,speed,25
Galarian Weezing,Poison,hp,65
Galarian Weezing,Poison,attack,90
Galarian Weezing,Poison,defense,120
Galarian Weezing,Poison,sp_attack,85
Galarian Weezing,Poison,sp_defense,70
Galarian Weezing,Poison,speed,60
Weezing,Poison,hp,65
Weezing,Poison,attack,90
Weezing,Poison,defense,120
Weezing,Poison,sp_attack,85
Weezing,Poison,sp_defense,70
Weezing,Poison,speed,60
Koffing,Poison,hp,40
Koffing,Poison,attack,65
Koffing,Poison,defense,95
Koffing,Poison,sp_attack,60
Koffing,Poison,sp_defense,45
Koffing,Poison,speed,35
Lickitung,Normal,hp,90
Lickitung,Normal,attack,55
Lickitung,Normal,defense,75
Lickitung,Normal,sp_attack,60
Lickitung,Normal,sp_defense,75
Lickitung,Normal,speed,30
Hitmonchan,Fighting,hp,50
Hitmonchan,Fighting,attack,105
Hitmonchan,Fighting,defense,79
Hitmonchan,Fighting,sp_attack,35
Hitmonchan,Fighting,sp_defense,110
Hitmonchan,Fighting,speed,76
Hitmonlee,Fighting,hp,50
Hitmonlee,Fighting,attack,120
Hitmonlee,Fighting,defense,53
Hitmonlee,Fighting,sp_attack,35
Hitmonlee,Fighting,sp_defense,110
Hitmonlee,Fighting,speed,87
Alolan Marowak,Fire,hp,60
Alolan Marowak,Fire,attack,80
Alolan Marowak,Fire,defense,110
Alolan Marowak,Fire,sp_attack,50
Alolan Marowak,Fire,sp_defense,80
Alolan Marowak,Fire,speed,45
Marowak,Ground,hp,60
Marowak,Ground,attack,80
Marowak,Ground,defense,110
Marowak,Ground,sp_attack,50
Marowak,Ground,sp_defense,80
Marowak,Ground,speed,45
Cubone,Ground,hp,50
Cubone,Ground,attack,50
Cubone,Ground,defense,95
Cubone,Ground,sp_attack,40
Cubone,Ground,sp_defense,50
Cubone,Ground,speed,35
Alolan Exeggutor,Grass,hp,95
Alolan Exeggutor,Grass,attack,105
Alolan Exeggutor,Grass,defense,85
Alolan Exeggutor,Grass,sp_attack,125
Alolan Exeggutor,Grass,sp_defense,75
Alolan Exeggutor,Grass,speed,45
Exeggutor,Grass,hp,95
Exeggutor,Grass,attack,95
Exeggutor,Grass,defense,85
Exeggutor,Grass,sp_attack,125
Exeggutor,Grass,sp_defense,75
Exeggutor,Grass,speed,55
Exeggcute,Grass,hp,60
Exeggcute,Grass,attack,40
Exeggcute,Grass,defense,80
Exeggcute,Grass,sp_attack,60
Exeggcute,Grass,sp_defense,45
Exeggcute,Grass,speed,40
Electrode,Electric,hp,60
Electrode,Electric,attack,50
Electrode,Electric,defense,70
Electrode,Electric,sp_attack,80
Electrode,Electric,sp_defense,80
Electrode,Electric,speed,150
Voltorb,Electric,hp,40
Voltorb,Electric,attack,30
Voltorb,Electric,defense,50
Voltorb,Electric,sp_attack,55
Voltorb,Electric,sp_defense,55
Voltorb,Electric,speed,100
Kingler,Water,hp,55
Kingler,Water,attack,130
Kingler,Water,defense,115
Kingler,Water,sp_attack,50
Kingler,Water,sp_defense,50
Kingler,Water,speed,75
Krabby,Water,hp,30
Krabby,Water,attack,105
Krabby,Water,defense,90
Krabby,Water,sp_attack,25
Krabby,Water,sp_defense,25
Krabby,Water,speed,50
Hypno,Psychic,hp,85
Hypno,Psychic,attack,73
Hypno,Psychic,defense,70
Hypno,Psychic,sp_attack,73
Hypno,Psychic,sp_defense,115
Hypno,Psychic,speed,67
Drowzee,Psychic,hp,60
Drowzee,Psychic,attack,48
Drowzee,Psychic,defense,45
Drowzee,Psychic,sp_attack,43
Drowzee,Psychic,sp_defense,90
Drowzee,Psychic,speed,42
Onix,Rock,hp,35
Onix,Rock,attack,45
Onix,Rock,defense,160
Onix,Rock,sp_attack,30
Onix,Rock,sp_defense,45
Onix,Rock,speed,70
Mega Gengar,Ghost,hp,60
Mega Gengar,Ghost,attack,65
Mega Gengar,Ghost,defense,80
Mega Gengar,Ghost,sp_attack,170
Mega Gengar,Ghost,sp_defense,95
Mega Gengar,Ghost,speed,130
Gengar,Ghost,hp,60
Gengar,Ghost,attack,65
Gengar,Ghost,defense,60
Gengar,Ghost,sp_attack,130
Gengar,Ghost,sp_defense,75
Gengar,Ghost,speed,110
Haunter,Ghost,hp,45
Haunter,Ghost,attack,50
Haunter,Ghost,defense,45
Haunter,Ghost,sp_attack,115
Haunter,Ghost,sp_defense,55
Haunter,Ghost,speed,95
Gastly,Ghost,hp,30
Gastly,Ghost,attack,35
Gastly,Ghost,defense,30
Gastly,Ghost,sp_attack,100
Gastly,Ghost,sp_defense,35
Gastly,Ghost,speed,80
Cloyster,Water,hp,50
Cloyster,Water,attack,95
Cloyster,Water,defense,180
Cloyster,Water,sp_attack,85
Cloyster,Water,sp_defense,45
Cloyster,Water,speed,70
Shellder,Water,hp,30
Shellder,Water,attack,65
Shellder,Water,defense,100
Shellder,Water,sp_attack,45
Shellder,Water,sp_defense,25
Shellder,Water,speed,40
Alolan Muk,Poison,hp,105
Alolan Muk,Poison,attack,105
Alolan Muk,Poison,defense,75
Alolan Muk,Poison,sp_attack,65
Alolan Muk,Poison,sp_defense,100
Alolan Muk,Poison,speed,50
Muk,Poison,hp,105
Muk,Poison,attack,105
Muk,Poison,defense,75
Muk,Poison,sp_attack,65
Muk,Poison,sp_defense,100
Muk,Poison,speed,50
Alolan Grimer,Poison,hp,80
Alolan Grimer,Poison,attack,80
Alolan Grimer,Poison,defense,50
Alolan Grimer,Poison,sp_attack,40
Alolan Grimer,Poison,sp_defense,50
Alolan Grimer,Poison,speed,25
Grimer,Poison,hp,80
Grimer,Poison,attack,80
Grimer,Poison,defense,50
Grimer,Poison,sp_attack,40
Grimer,Poison,sp_defense,50
Grimer,Poison,speed,25
Dewgong,Water,hp,90
Dewgong,Water,attack,70
Dewgong,Water,defense,80
Dewgong,Water,sp_attack,70
Dewgong,Water,sp_defense,95
Dewgong,Water,speed,70
Seel,Water,hp,65
Seel,Water,attack,45
Seel,Water,defense,55
Seel,Water,sp_attack,45
Seel,Water,sp_defense,70
Seel,Water,speed,45
Dodrio,Normal,hp,60
Dodrio,Normal,attack,110
Dodrio,Normal,defense,70
Dodrio,Normal,sp_attack,60
Dodrio,Normal,sp_defense,60
Dodrio,Normal,speed,110
Doduo,Normal,hp,35
Doduo,Normal,attack,85
Doduo,Normal,defense,45
Doduo,Normal,sp_attack,35
Doduo,Normal,sp_defense,35
Doduo,Normal,speed,75
Galarian Farfetch'd,Fighting,hp,52
Galarian Farfetch'd,Fighting,attack,95
Galarian Farfetch'd,Fighting,defense,55
Galarian Farfetch'd,Fighting,sp_attack,58
Galarian Farfetch'd,Fighting,sp_defense,62
Galarian Farfetch'd,Fighting,speed,55
Farfetch'd,Normal,hp,52
Farfetch'd,Normal,attack,90
Farfetch'd,Normal,defense,55
Farfetch'd,Normal,sp_attack,58
Farfetch'd,Normal,sp_defense,62
Farfetch'd,Normal,speed,60
Magneton,Electric,hp,50
Magneton,Electric,attack,60
Magneton,Electric,defense,95
Magneton,Electric,sp_attack,120
Magneton,Electric,sp_defense,70
Magneton,Electric,speed,70
Magnemite,Electric,hp,25
Magnemite,Electric,attack,35
Magnemite,Electric,defense,70
Magnemite,Electric,sp_attack,95
Magnemite,Electric,sp_defense,55
Magnemite,Electric,speed,45
Mega Slowbro,Water,hp,95
Mega Slowbro,Water,attack,75
Mega Slowbro,Water,defense,180
Mega Slowbro,Water,sp_attack,130
Mega Slowbro,Water,sp_defense,80
Mega Slowbro,Water,speed,30
Slowbro,Water,hp,95
Slowbro,Water,attack,75
Slowbro,Water,defense,110
Slowbro,Water,sp_attack,100
Slowbro,Water,sp_defense,80
Slowbro,Water,speed,30
Slowpoke,Water,hp,90
Slowpoke,Water,attack,65
Slowpoke,Water,defense,65
Slowpoke,Water,sp_attack,40
Slowpoke,Water,sp_defense,40
Slowpoke,Water,speed,15
Galarian Rapidash,Psychic,hp,65
Galarian Rapidash,Psychic,attack,100
Galarian Rapidash,Psychic,defense,70
Galarian Rapidash,Psychic,sp_attack,80
Galarian Rapidash,Psychic,sp_defense,80
Galarian Rapidash,Psychic,speed,105
Rapidash,Fire,hp,65
Rapidash,Fire,attack,100
Rapidash,Fire,defense,70
Rapidash,Fire,sp_attack,80
Rapidash,Fire,sp_defense,80
Rapidash,Fire,speed,105
Galarian Ponyta,Psychic,hp,50
Galarian Ponyta,Psychic,attack,85
Galarian Ponyta,Psychic,defense,55
Galarian Ponyta,Psychic,sp_attack,65
Galarian Ponyta,Psychic,sp_defense,65
Galarian Ponyta,Psychic,speed,90
Ponyta,Fire,hp,50
Ponyta,Fire,attack,85
Ponyta,Fire,defense,55
Ponyta,Fire,sp_attack,65
Ponyta,Fire,sp_defense,65
Ponyta,Fire,speed,90
Alolan Golem,Rock,hp,80
Alolan Golem,Rock,attack,120
Alolan Golem,Rock,defense,130
Alolan Golem,Rock,sp_attack,55
Alolan Golem,Rock,sp_defense,65
Alolan Golem,Rock,speed,45
Golem,Rock,hp,80
Golem,Rock,attack,120
Golem,Rock,defense,130
Golem,Rock,sp_attack,55
Golem,Rock,sp_defense,65
Golem,Rock,speed,45
Alolan Graveler,Rock,hp,55
Alolan Graveler,Rock,attack,95
Alolan Graveler,Rock,defense,115
Alolan Graveler,Rock,sp_attack,45
Alolan Graveler,Rock,sp_defense,45
Alolan Graveler,Rock,speed,35
Graveler,Rock,hp,55
Graveler,Rock,attack,95
Graveler,Rock,defense,115
Graveler,Rock,sp_attack,45
Graveler,Rock,sp_defense,45
Graveler,Rock,speed,35
Alolan Geodude,Rock,hp,40
Alolan Geodude,Rock,attack,80
Alolan Geodude,Rock,defense,100
Alolan Geodude,Rock,sp_attack,30
Alolan Geodude,Rock,sp_defense,30
Alolan Geodude,Rock,speed,20
Geodude,Rock,hp,40
Geodude,Rock,attack,80
Geodude,Rock,defense,100
Geodude,Rock,sp_attack,30
Geodude,Rock,sp_defense,30
Geodude,Rock,speed,20
Tentacruel,Water,hp,80
Tentacruel,Water,attack,70
Tentacruel,Water,defense,65
Tentacruel,Water,sp_attack,80
Tentacruel,Water,sp_defense,120
Tentacruel,Water,speed,100
Tentacool,Water,hp,40
Tentacool,Water,attack,40
Tentacool,Water,defense,35
Tentacool,Water,sp_attack,50
Tentacool,Water,sp_defense,100
Tentacool,Water,speed,70
Victreebel,Grass,hp,80
Victreebel,Grass,attack,105
Victreebel,Grass,defense,65
Victreebel,Grass,sp_attack,100
Victreebel,Grass,sp_defense,70
Victreebel,Grass,speed,70
Weepinbell,Grass,hp,65
Weepinbell,Grass,attack,90
Weepinbell,Grass,defense,50
Weepinbell,Grass,sp_attack,85
Weepinbell,Grass,sp_defense,45
Weepinbell,Grass,speed,55
Bellsprout,Grass,hp,50
Bellsprout,Grass,attack,75
Bellsprout,Grass,defense,35
Bellsprout,Grass,sp_attack,70
Bellsprout,Grass,sp_defense,30
Bellsprout,Grass,speed,40
Machamp,Fighting,hp,90
Machamp,Fighting,attack,130
Machamp,Fighting,defense,80
Machamp,Fighting,sp_attack,65
Machamp,Fighting,sp_defense,85
Machamp,Fighting,speed,55
Machoke,Fighting,hp,80
Machoke,Fighting,attack,100
Machoke,Fighting,defense,70
Machoke,Fighting,sp_attack,50
Machoke,Fighting,sp_defense,60
Machoke,Fighting,speed,45
Machop,Fighting,hp,70
Machop,Fighting,attack,80
Machop,Fighting,defense,50
Machop,Fighting,sp_attack,35
Machop,Fighting,sp_defense,35
Machop,Fighting,speed,35
Mega Alakazam,Psychic,hp,55
Mega Alakazam,Psychic,attack,50
Mega Alakazam,Psychic,defense,65
Mega Alakazam,Psychic,sp_attack,175
Mega Alakazam,Psychic,sp_defense,105
Mega Alakazam,Psychic,speed,150
Alakazam,Psychic,hp,55
Alakazam,Psychic,attack,50
Alakazam,Psychic,defense,45
Alakazam,Psychic,sp_attack,135
Alakazam,Psychic,sp_defense,95
Alakazam,Psychic,speed,120
Kadabra,Psychic,hp,40
Kadabra,Psychic,attack,35
Kadabra,Psychic,defense,30
Kadabra,Psychic,sp_attack,120
Kadabra,Psychic,sp_defense,70
Kadabra,Psychic,speed,105
Abra,Psychic,hp,25
Abra,Psychic,attack,20
Abra,Psychic,defense,15
Abra,Psychic,sp_attack,105
Abra,Psychic,sp_defense,55
Abra,Psychic,speed,90
Poliwrath,Water,hp,90
Poliwrath,Water,attack,95
Poliwrath,Water,defense,95
Poliwrath,Water,sp_attack,70
Poliwrath,Water,sp_defense,90
Poliwrath,Water,speed,70
Poliwhirl,Water,hp,65
Poliwhirl,Water,attack,65
Poliwhirl,Water,defense,65
Poliwhirl,Water,sp_attack,50
Poliwhirl,Water,sp_defense,50
Poliwhirl,Water,speed,90
Poliwag,Water,hp,40
Poliwag,Water,attack,50
Poliwag,Water,defense,40
Poliwag,Water,sp_attack,40
Poliwag,Water,sp_defense,40
Poliwag,Water,speed,90
Arcanine,Fire,hp,90
Arcanine,Fire,attack,110
Arcanine,Fire,defense,80
Arcanine,Fire,sp_attack,100
Arcanine,Fire,sp_defense,80
Arcanine,Fire,speed,95
Growlithe,Fire,hp,55
Growlithe,Fire,attack,70
Growlithe,Fire,defense,45
Growlithe,Fire,sp_attack,70
Growlithe,Fire,sp_defense,50
Growlithe,Fire,speed,60
Primeape,Fighting,hp,65
Primeape,Fighting,attack,105
Primeape,Fighting,defense,60
Primeape,Fighting,sp_attack,60
Primeape,Fighting,sp_defense,70
Primeape,Fighting,speed,95
Mankey,Fighting,hp,40
Mankey,Fighting,attack,80
Mankey,Fighting,defense,35
Mankey,Fighting,sp_attack,35
Mankey,Fighting,sp_defense,45
Mankey,Fighting,speed,70
Golduck,Water,hp,80
Golduck,Water,attack,82
Golduck,Water,defense,78
Golduck,Water,sp_attack,95
Golduck,Water,sp_defense,80
Golduck,Water,speed,85
Psyduck,Water,hp,50
Psyduck,Water,attack,52
Psyduck,Water,defense,48
Psyduck,Water,sp_attack,65
Psyduck,Water,sp_defense,50
Psyduck,Water,speed,55
Alolan Persian,Dark,hp,65
Alolan Persian,Dark,attack,60
Alolan Persian,Dark,defense,60
Alolan Persian,Dark,sp_attack,75
Alolan Persian,Dark,sp_defense,65
Alolan Persian,Dark,speed,115
Persian,Normal,hp,65
Persian,Normal,attack,70
Persian,Normal,defense,60
Persian,Normal,sp_attack,65
Persian,Normal,sp_defense,65
Persian,Normal,speed,115
Galarian Meowth,Steel,hp,50
Galarian Meowth,Steel,attack,65
Galarian Meowth,Steel,defense,55
Galarian Meowth,Steel,sp_attack,40
Galarian Meowth,Steel,sp_defense,40
Galarian Meowth,Steel,speed,40
Alolan Meowth,Dark,hp,40
Alolan Meowth,Dark,attack,35
Alolan Meowth,Dark,defense,35
Alolan Meowth,Dark,sp_attack,50
Alolan Meowth,Dark,sp_defense,40
Alolan Meowth,Dark,speed,90
Meowth,Normal,hp,40
Meowth,Normal,attack,45
Meowth,Normal,defense,35
Meowth,Normal,sp_attack,40
Meowth,Normal,sp_defense,40
Meowth,Normal,speed,90
Alolan Dugtrio,Ground,hp,35
Alolan Dugtrio,Ground,attack,100
Alolan Dugtrio,Ground,defense,60
Alolan Dugtrio,Ground,sp_attack,50
Alolan Dugtrio,Ground,sp_defense,70
Alolan Dugtrio,Ground,speed,110
Dugtrio,Ground,hp,35
Dugtrio,Ground,attack,100
Dugtrio,Ground,defense,50
Dugtrio,Ground,sp_attack,50
Dugtrio,Ground,sp_defense,70
Dugtrio,Ground,speed,120
Alolan Diglett,Ground,hp,10
Alolan Diglett,Ground,attack,55
Alolan Diglett,Ground,defense,30
Alolan Diglett,Ground,sp_attack,35
Alolan Diglett,Ground,sp_defense,45
Alolan Diglett,Ground,speed,90
Diglett,Ground,hp,10
Diglett,Ground,attack,55
Diglett,Ground,defense,25
Diglett,Ground,sp_attack,35
Diglett,Ground,sp_defense,45
Diglett,Ground,speed,95
Venomoth,Bug,hp,70
Venomoth,Bug,attack,65
Venomoth,Bug,defense,60
Venomoth,Bug,sp_attack,90
Venomoth,Bug,sp_defense,75
Venomoth,Bug,speed,90
Venonat,Bug,hp,60
Venonat,Bug,attack,55
Venonat,Bug,defense,50
Venonat,Bug,sp_attack,40
Venonat,Bug,sp_defense,55
Venonat,Bug,speed,45
Parasect,Bug,hp,60
Parasect,Bug,attack,95
Parasect,Bug,defense,80
Parasect,Bug,sp_attack,60
Parasect,Bug,sp_defense,80
Parasect,Bug,speed,30
Paras,Bug,hp,35
Paras,Bug,attack,70
Paras,Bug,defense,55
Paras,Bug,sp_attack,45
Paras,Bug,sp_defense,55
Paras,Bug,speed,25
Vileplume,Grass,hp,75
Vileplume,Grass,attack,80
Vileplume,Grass,defense,85
Vileplume,Grass,sp_attack,110
Vileplume,Grass,sp_defense,90
Vileplume,Grass,speed,50
Gloom,Grass,hp,60
Gloom,Grass,attack,65
Gloom,Grass,defense,70
Gloom,Grass,sp_attack,85
Gloom,Grass,sp_defense,75
Gloom,Grass,speed,40
Oddish,Grass,hp,45
Oddish,Grass,attack,50
Oddish,Grass,defense,55
Oddish,Grass,sp_attack,75
Oddish,Grass,sp_defense,65
Oddish,Grass,speed,30
Golbat,Poison,hp,75
Golbat,Poison,attack,80
Golbat,Poison,defense,70
Golbat,Poison,sp_attack,65
Golbat,Poison,sp_defense,75
Golbat,Poison,speed,90
Zubat,Poison,hp,40
Zubat,Poison,attack,45
Zubat,Poison,defense,35
Zubat,Poison,sp_attack,30
Zubat,Poison,sp_defense,40
Zubat,Poison,speed,55
Wigglytuff,Normal,hp,140
Wigglytuff,Normal,attack,70
Wigglytuff,Normal,defense,45
Wigglytuff,Normal,sp_attack,85
Wigglytuff,Normal,sp_defense,50
Wigglytuff,Normal,speed,45
Jigglypuff,Normal,hp,115
Jigglypuff,Normal,attack,45
Jigglypuff,Normal,defense,20
Jigglypuff,Normal,sp_attack,45
Jigglypuff,Normal,sp_defense,25
Jigglypuff,Normal,speed,20
Alolan Ninetales,Ice,hp,73
Alolan Ninetales,Ice,attack,67
Alolan Ninetales,Ice,defense,75
Alolan Ninetales,Ice,sp_attack,81
Alolan Ninetales,Ice,sp_defense,100
Alolan Ninetales,Ice,speed,109
Ninetales,Fire,hp,73
Ninetales,Fire,attack,76
Ninetales,Fire,defense,75
Ninetales,Fire,sp_attack,81
Ninetales,Fire,sp_defense,100
Ninetales,Fire,speed,100
Alolan Vulpix,Ice,hp,38
Alolan Vulpix,Ice,attack,41
Alolan Vulpix,Ice,defense,40
Alolan Vulpix,Ice,sp_attack,50
Alolan Vulpix,Ice,sp_defense,65
Alolan Vulpix,Ice,speed,65
Vulpix,Fire,hp,38
Vulpix,Fire,attack,41
Vulpix,Fire,defense,40
Vulpix,Fire,sp_attack,50
Vulpix,Fire,sp_defense,65
Vulpix,Fire,speed,65
Clefable,Fairy,hp,95
Clefable,Fairy,attack,70
Clefable,Fairy,defense,73
